Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 Scotland , SWEDISH RED CROSS , Dairy , F , 66 to 72 months ,40
 Scotland , SWEDISH RED CROSS , Dairy , F , 78 to 84 months ,1
 Scotland , SWEDISH RED CROSS , Dairy , M , 0 to 6 months ,46
 Scotland , SWEDISH RED CROSS , Dairy , M , 6 to 12 months ,45
 Scotland , SWEDISH RED CROSS , Dairy , M , 12 to 18 months ,76
 Scotland , SWEDISH RED CROSS , Dairy , M , 18 to 24 months ,26
 Scotland , SWEDISH RED CROSS , Dairy , M , 24 to 30 months ,28
 Scotland , SWEDISH RED CROSS , Dairy , M , 30 to 36 months ,7
 Scotland , SWEDISH RED CROSS , Dairy , M , 48 to 54 months ,2
 Scotland , SWEDISH RED CROSS , Dairy , M , 54 to 60 months ,1
 Scotland , SWEDISH RED CROSS , Dairy , M , 60 to 66 months ,2
 Scotland , SWEDISH RED POLLED , Dairy , F , 6 to 12 months ,1
 Scotland , SWEDISH RED POLLED , Dairy , F , 12 to 18 months ,1
 Scotland , SWEDISH RED POLLED , Dairy , F , 24 to 30 months ,1
 Scotland , SWEDISH RED POLLED , Dairy , F , 36 to 42 months ,2
 Scotland , SWEDISH RED POLLED , Dairy , F , 42 to 48 Months ,1
 Scotland , SWEDISH RED POLLED , Dairy , F , 48 to 54 months ,2
 Scotland , SWEDISH RED POLLED , Dairy , M , 0 to 6 months ,1
 Scotland , SWEDISH RED POLLED , Dairy , M , 18 to 24 months ,1
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 0 to 6 months ,59
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 6 to 12 months ,63
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 12 to 18 months ,66
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 18 to 24 months ,54
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 24 to 30 months ,49
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 30 to 36 months ,92
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 36 to 42 months ,53
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 42 to 48 Months ,142
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 48 to 54 months ,44
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 54 to 60 months ,67
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 60 to 66 months ,66
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 66 to 72 months ,71
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 72 to 78 months ,57
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 78 to 84 months ,35
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 84 to 90 months ,23
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 90 to 96 months ,10
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 96 to102 months ,5
 Scotland , SWEDISH RED&WHITE X , Non Dairy , F , 102+months ,17
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 0 to 6 months ,43
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 6 to 12 months ,54
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 12 to 18 months ,41
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 18 to 24 months ,16
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 24 to 30 months ,1
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 30 to 36 months ,1
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 36 to 42 months ,1
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 72 to 78 months ,4
 Scotland , SWEDISH RED&WHITE X , Non Dairy , M , 96 to102 months ,2
 Scotland , SWISS BRAUNVIEH , Non Dairy , F , 96 to102 months ,1
 Scotland , SWISS BRAUNVIEH , Non Dairy , M , 12 to 18 months ,1
 Scotland , SWISS BRAUNVIEH X , Non Dairy , F , 24 to 30 months ,1
 Scotland , SWISS BRAUNVIEH X , Non Dairy , F , 54 to 60 months ,1
 Scotland , SWISS BRAUNVIEH X , Non Dairy , F , 60 to 66 months ,1
 Scotland , SWISS BRAUNVIEH X , Non Dairy , F , 102+months ,2
 Scotland , TYRONE BLACK X , Non Dairy , F , 102+months ,1
 Scotland , VAYNOL , Non Dairy , F , 24 to 30 months ,1
 Scotland , VAYNOL , Non Dairy , F , 30 to 36 months ,1
 Scotland , VAYNOL , Non Dairy , F , 54 to 60 months ,1
 Scotland , VAYNOL , Non Dairy , F , 78 to 84 months ,1
 Scotland , VAYNOL , Non Dairy , F , 90 to 96 months ,1
 Scotland , VAYNOL , Non Dairy , F , 102+months ,1
 Scotland , VAYNOL , Non Dairy , M , 18 to 24 months ,1
 Scotland , VAYNOL , Non Dairy , M , 48 to 54 months ,1
 Scotland , VAYNOL X , Non Dairy , F , 0 to 6 months ,1
 Scotland , VAYNOL X , Non Dairy , F , 18 to 24 months ,1
 Scotland , VAYNOL X , Non Dairy , F , 24 to 30 months ,1
 Scotland , VAYNOL X , Non Dairy , F , 30 to 36 months ,1
 Scotland , VAYNOL X , Non Dairy , M , 18 to 24 months ,1
 Scotland , WAGYU , Non Dairy , F , 0 to 6 months ,24
 Scotland , WAGYU , Non Dairy , F , 6 to 12 months ,15
 Scotland , WAGYU , Non Dairy , F , 12 to 18 months ,11
 Scotland , WAGYU , Non Dairy , F , 18 to 24 months ,25
 Scotland , WAGYU , Non Dairy , F , 24 to 30 months ,1
 Scotland , WAGYU , Non Dairy , F , 30 to 36 months ,14
 Scotland , WAGYU , Non Dairy , F , 36 to 42 months ,1
 Scotland , WAGYU , Non Dairy , F , 42 to 48 Months ,15
 Scotland , WAGYU , Non Dairy , F , 48 to 54 months ,9
 Scotland , WAGYU , Non Dairy , M , 0 to 6 months ,20
 Scotland , WAGYU , Non Dairy , M , 6 to 12 months ,14
 Scotland , WAGYU , Non Dairy , M , 12 to 18 months ,9
 Scotland , WAGYU , Non Dairy , M , 18 to 24 months ,22
 Scotland , WAGYU , Non Dairy , M , 30 to 36 months ,15
 Scotland , WAGYU , Non Dairy , M , 36 to 42 months ,1
 Scotland , WAGYU , Non Dairy , M , 42 to 48 Months ,9
 Scotland , WAGYU , Non Dairy , M , 48 to 54 months ,3
 Scotland , WAGYU , Non Dairy , M , 54 to 60 months ,2
 Scotland , WAGYU , Non Dairy , M , 60 to 66 months ,1
 Scotland , WAGYU , Non Dairy , M , 72 to 78 months ,1
 Scotland , WAGYU , Non Dairy , M , 90 to 96 months ,1
 Scotland , WAGYU CROSS , Non Dairy , F , 0 to 6 months ,25
 Scotland , WAGYU CROSS , Non Dairy , F , 6 to 12 months ,64
 Scotland , WAGYU CROSS , Non Dairy , F , 12 to 18 months ,14
 Scotland , WAGYU CROSS , Non Dairy , F , 18 to 24 months ,84
 Scotland , WAGYU CROSS , Non Dairy , F , 42 to 48 Months ,4
 Scotland , WAGYU CROSS , Non Dairy , M , 0 to 6 months ,20
 Scotland , WAGYU CROSS , Non Dairy , M , 6 to 12 months ,102
 Scotland , WAGYU CROSS , Non Dairy , M , 12 to 18 months ,17
 Scotland , WAGYU CROSS , Non Dairy , M , 18 to 24 months ,71
 Scotland , WATER BUFFALO , Non Dairy , F , 0 to 6 months ,46
 Scotland , WATER BUFFALO , Non Dairy , F , 6 to 12 months ,7
 Scotland , WATER BUFFALO , Non Dairy , F , 12 to 18 months ,42
 Scotland , WATER BUFFALO , Non Dairy , F , 18 to 24 months ,9
 Scotland , WATER BUFFALO , Non Dairy , F , 24 to 30 months ,27
 Scotland , WATER BUFFALO , Non Dairy , F , 36 to 42 months ,13
 Scotland , WATER BUFFALO , Non Dairy , F , 42 to 48 Months ,17
 Scotland , WATER BUFFALO , Non Dairy , F , 48 to 54 months ,22
 Scotland , WATER BUFFALO , Non Dairy , F , 54 to 60 months ,2
 Scotland , WATER BUFFALO , Non Dairy , F , 60 to 66 months ,9
 Scotland , WATER BUFFALO , Non Dairy , F , 66 to 72 months ,6
 Scotland , WATER BUFFALO , Non Dairy , F , 72 to 78 months ,14
 Scotland , WATER BUFFALO , Non Dairy , F , 78 to 84 months ,1
 Scotland , WATER BUFFALO , Non Dairy , F , 84 to 90 months ,1
 Scotland , WATER BUFFALO , Non Dairy , F , 90 to 96 months ,10
 Scotland , WATER BUFFALO , Non Dairy , F , 96 to102 months ,3
 Scotland , WATER BUFFALO , Non Dairy , F , 102+months ,33
 Scotland , WATER BUFFALO , Non Dairy , M , 0 to 6 months ,41
 Scotland , WATER BUFFALO , Non Dairy , M , 6 to 12 months ,10
 Scotland , WATER BUFFALO , Non Dairy , M , 12 to 18 months ,43
 Scotland , WATER BUFFALO , Non Dairy , M , 18 to 24 months ,28
 Scotland , WATER BUFFALO , Non Dairy , M , 24 to 30 months ,13
 Scotland , WATER BUFFALO , Non Dairy , M , 30 to 36 months ,1
 Scotland , WATER BUFFALO , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WATER BUFFALO , Non Dairy , M , 48 to 54 months ,1
 Scotland , WATER BUFFALO , Non Dairy , M , 60 to 66 months ,4
 Scotland , WATER BUFFALO , Non Dairy , M , 78 to 84 months ,1
 Scotland , WATER BUFFALO , Non Dairy , M , 84 to 90 months ,1
 Scotland , WATER BUFFALO , Non Dairy , M , 96 to102 months ,3
 Scotland , WATER BUFFALO , Non Dairy , M , 102+months ,1
 Scotland , WELSH BLACK , Non Dairy , F , 0 to 6 months ,2
 Scotland , WELSH BLACK , Non Dairy , F , 6 to 12 months ,41
 Scotland , WELSH BLACK , Non Dairy , F , 12 to 18 months ,8
 Scotland , WELSH BLACK , Non Dairy , F , 18 to 24 months ,50
 Scotland , WELSH BLACK , Non Dairy , F , 24 to 30 months ,17
 Scotland , WELSH BLACK , Non Dairy , F , 30 to 36 months ,53
 Scotland , WELSH BLACK , Non Dairy , F , 36 to 42 months ,7
 Scotland , WELSH BLACK , Non Dairy , F , 42 to 48 Months ,36
 Scotland , WELSH BLACK , Non Dairy , F , 48 to 54 months ,3
 Scotland , WELSH BLACK , Non Dairy , F , 54 to 60 months ,23
 Scotland , WELSH BLACK , Non Dairy , F , 60 to 66 months ,1
 Scotland , WELSH BLACK , Non Dairy , F , 66 to 72 months ,19
 Scotland , WELSH BLACK , Non Dairy , F , 72 to 78 months ,9
 Scotland , WELSH BLACK , Non Dairy , F , 78 to 84 months ,24
 Scotland , WELSH BLACK , Non Dairy , F , 84 to 90 months ,6
 Scotland , WELSH BLACK , Non Dairy , F , 90 to 96 months ,20
 Scotland , WELSH BLACK , Non Dairy , F , 96 to102 months ,1
 Scotland , WELSH BLACK , Non Dairy , F , 102+months ,55
 Scotland , WELSH BLACK , Non Dairy , M , 0 to 6 months ,6
 Scotland , WELSH BLACK , Non Dairy , M , 6 to 12 months ,48
 Scotland , WELSH BLACK , Non Dairy , M , 12 to 18 months ,3
 Scotland , WELSH BLACK , Non Dairy , M , 18 to 24 months ,37
 Scotland , WELSH BLACK , Non Dairy , M , 24 to 30 months ,1
 Scotland , WELSH BLACK , Non Dairy , M , 30 to 36 months ,1
 Scotland , WELSH BLACK , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WELSH BLACK , Non Dairy , M , 48 to 54 months ,1
 Scotland , WELSH BLACK , Non Dairy , M , 66 to 72 months ,2
 Scotland , WELSH BLACK , Non Dairy , M , 78 to 84 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 0 to 6 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 6 to 12 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 12 to 18 months ,7
 Scotland , WELSH BLACK X , Non Dairy , F , 18 to 24 months ,6
 Scotland , WELSH BLACK X , Non Dairy , F , 24 to 30 months ,6
 Scotland , WELSH BLACK X , Non Dairy , F , 30 to 36 months ,8
 Scotland , WELSH BLACK X , Non Dairy , F , 36 to 42 months ,8
 Scotland , WELSH BLACK X , Non Dairy , F , 42 to 48 Months ,8
 Scotland , WELSH BLACK X , Non Dairy , F , 48 to 54 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 54 to 60 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 60 to 66 months ,4
 Scotland , WELSH BLACK X , Non Dairy , F , 66 to 72 months ,12
 Scotland , WELSH BLACK X , Non Dairy , F , 72 to 78 months ,3
 Scotland , WELSH BLACK X , Non Dairy , F , 78 to 84 months ,18
 Scotland , WELSH BLACK X , Non Dairy , F , 84 to 90 months ,4
 Scotland , WELSH BLACK X , Non Dairy , F , 90 to 96 months ,17
 Scotland , WELSH BLACK X , Non Dairy , F , 96 to102 months ,2
 Scotland , WELSH BLACK X , Non Dairy , F , 102+months ,36
 Scotland , WELSH BLACK X , Non Dairy , M , 0 to 6 months ,7
 Scotland , WELSH BLACK X , Non Dairy , M , 12 to 18 months ,6
 Scotland , WELSH BLACK X , Non Dairy , M , 18 to 24 months ,3
 Scotland , WELSH BLACK X , Non Dairy , M , 24 to 30 months ,2
 Scotland , WELSH BLACK X , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , F , 0 to 6 months ,10
 Scotland , WHITE GALLOWAY , Non Dairy , F , 6 to 12 months ,37
 Scotland , WHITE GALLOWAY , Non Dairy , F , 12 to 18 months ,7
 Scotland , WHITE GALLOWAY , Non Dairy , F , 18 to 24 months ,38
 Scotland , WHITE GALLOWAY , Non Dairy , F , 24 to 30 months ,9
 Scotland , WHITE GALLOWAY , Non Dairy , F , 30 to 36 months ,41
 Scotland , WHITE GALLOWAY , Non Dairy , F , 36 to 42 months ,4
 Scotland , WHITE GALLOWAY , Non Dairy , F , 42 to 48 Months ,29
 Scotland , WHITE GALLOWAY , Non Dairy , F , 48 to 54 months ,8
 Scotland , WHITE GALLOWAY , Non Dairy , F , 54 to 60 months ,13
 Scotland , WHITE GALLOWAY , Non Dairy , F , 60 to 66 months ,5
 Scotland , WHITE GALLOWAY , Non Dairy , F , 66 to 72 months ,26
 Scotland , WHITE GALLOWAY , Non Dairy , F , 72 to 78 months ,10
 Scotland , WHITE GALLOWAY , Non Dairy , F , 78 to 84 months ,13
 Scotland , WHITE GALLOWAY , Non Dairy , F , 84 to 90 months ,5
 Scotland , WHITE GALLOWAY , Non Dairy , F , 90 to 96 months ,15
 Scotland , WHITE GALLOWAY , Non Dairy , F , 96 to102 months ,7
 Scotland , WHITE GALLOWAY , Non Dairy , F , 102+months ,57
 Scotland , WHITE GALLOWAY , Non Dairy , M , 0 to 6 months ,9
 Scotland , WHITE GALLOWAY , Non Dairy , M , 6 to 12 months ,27
 Scotland , WHITE GALLOWAY , Non Dairy , M , 12 to 18 months ,8
 Scotland , WHITE GALLOWAY , Non Dairy , M , 18 to 24 months ,31
 Scotland , WHITE GALLOWAY , Non Dairy , M , 24 to 30 months ,4
 Scotland , WHITE GALLOWAY , Non Dairy , M , 30 to 36 months ,10
 Scotland , WHITE GALLOWAY , Non Dairy , M , 36 to 42 months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 48 to 54 months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 54 to 60 months ,3
 Scotland , WHITE GALLOWAY , Non Dairy , M , 78 to 84 months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 84 to 90 months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 90 to 96 months ,1
 Scotland , WHITE GALLOWAY , Non Dairy , M , 102+months ,1
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 6 to 12 months ,3
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 12 to 18 months ,1
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 30 to 36 months ,3
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 42 to 48 Months ,2
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 66 to 72 months ,1
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 90 to 96 months ,1
 Scotland , WHITE GALLOWAY X , Non Dairy , F , 102+months ,3
 Scotland , WHITE GALLOWAY X , Non Dairy , M , 0 to 6 months ,1
 Scotland , WHITE GALLOWAY X , Non Dairy , M , 6 to 12 months ,4
 Scotland , WHITE GALLOWAY X , Non Dairy , M , 18 to 24 months ,3
 Scotland , WHITE GALLOWAY X , Non Dairy , M , 90 to 96 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 0 to 6 months ,2
 Scotland , WHITE PARK , Non Dairy , F , 6 to 12 months ,8
 Scotland , WHITE PARK , Non Dairy , F , 12 to 18 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 18 to 24 months ,10
 Scotland , WHITE PARK , Non Dairy , F , 24 to 30 months ,2
 Scotland , WHITE PARK , Non Dairy , F , 30 to 36 months ,12
 Scotland , WHITE PARK , Non Dairy , F , 36 to 42 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 42 to 48 Months ,6
 Scotland , WHITE PARK , Non Dairy , F , 48 to 54 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 54 to 60 months ,4
 Scotland , WHITE PARK , Non Dairy , F , 66 to 72 months ,4
 Scotland , WHITE PARK , Non Dairy , F , 72 to 78 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 78 to 84 months ,2
 Scotland , WHITE PARK , Non Dairy , F , 90 to 96 months ,2
 Scotland , WHITE PARK , Non Dairy , F , 96 to102 months ,1
 Scotland , WHITE PARK , Non Dairy , F , 102+months ,8
 Scotland , WHITE PARK , Non Dairy , M , 6 to 12 months ,4
 Scotland , WHITE PARK , Non Dairy , M , 12 to 18 months ,1
 Scotland , WHITE PARK , Non Dairy , M , 18 to 24 months ,4
 Scotland , WHITE PARK , Non Dairy , M , 24 to 30 months ,1
 Scotland , WHITE PARK , Non Dairy , M , 30 to 36 months ,5
 Scotland , WHITE PARK , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WHITE PARK , Non Dairy , M , 72 to 78 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 18 to 24 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 60 to 66 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 66 to 72 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 72 to 78 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 90 to 96 months ,1
 Scotland , WHITE PARK X , Non Dairy , F , 102+months ,2
 Scotland , WHITE PARK X , Non Dairy , M , 0 to 6 months ,1
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 0 to 6 months ,54
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 6 to 12 months ,337
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 12 to 18 months ,33
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 18 to 24 months ,313
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 24 to 30 months ,24
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 30 to 36 months ,217
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 36 to 42 months ,19
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 42 to 48 Months ,142
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 48 to 54 months ,37
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 54 to 60 months ,225
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 60 to 66 months ,41
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 66 to 72 months ,193
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 72 to 78 months ,46
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 78 to 84 months ,219
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 84 to 90 months ,56
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 90 to 96 months ,186
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 96 to102 months ,91
 Scotland , WHITEBRED S/HORN X , Non Dairy , F , 102+months ,"1,028"
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 0 to 6 months ,52
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 6 to 12 months ,364
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 12 to 18 months ,31
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 18 to 24 months ,220
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 24 to 30 months ,12
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 30 to 36 months ,34
 Scotland , WHITEBRED S/HORN X , Non Dairy , M , 42 to 48 Months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 0 to 6 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 6 to 12 months ,29
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 12 to 18 months ,5
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 18 to 24 months ,24
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 24 to 30 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 30 to 36 months ,24
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 36 to 42 months ,4
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 42 to 48 Months ,14
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 48 to 54 months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 54 to 60 months ,12
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 60 to 66 months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 66 to 72 months ,10
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 72 to 78 months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 78 to 84 months ,9
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 84 to 90 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 90 to 96 months ,10
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 96 to102 months ,4
 Scotland , WHITEBRED SHORTHORN , Non Dairy , F , 102+months ,22
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 0 to 6 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 6 to 12 months ,24
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 12 to 18 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 18 to 24 months ,32
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 24 to 30 months ,4
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 30 to 36 months ,15
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 36 to 42 months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 42 to 48 Months ,21
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 48 to 54 months ,2
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 54 to 60 months ,7
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 66 to 72 months ,14
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 72 to 78 months ,1
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 78 to 84 months ,10
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 84 to 90 months ,3
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 90 to 96 months ,6
 Scotland , WHITEBRED SHORTHORN , Non Dairy , M , 102+months ,15
 Scotland , YAK , Non Dairy , F , 18 to 24 months ,1
 Scotland , YAK , Non Dairy , F , 102+months ,1
 Scotland , YAK , Non Dairy , M , 0 to 6 months ,1
 Scotland , ZEBU , Non Dairy , F , 6 to 12 months ,1
 Scotland , ZEBU , Non Dairy , F , 54 to 60 months ,2
 Scotland , ZEBU , Non Dairy , F , 102+months ,1
 Scotland , ZEBU , Non Dairy , M , 24 to 30 months ,2
 Scotland , ZEBU , Non Dairy , M , 102+months ,1
 Scotland , -   , Non Dairy , F , 66 to 72 months ,1
 Scotland , -   , Non Dairy , F , 72 to 78 months ,1
 Scotland , -   , Non Dairy , F , 78 to 84 months ,6
 Scotland , -   , Non Dairy , F , 102+months ,7
 Scotland , -   , Non Dairy , F , -   ,8
 Scotland , -   , Non Dairy , M , 72 to 78 months ,1
 Scotland , -   , Non Dairy , M , 78 to 84 months ,3
 Scotland , -   , Non Dairy , M , 102+months ,3
 Scotland , -   , Non Dairy , M , -   ,5
 Scotland , -   , Non Dairy , -   , 30 to 36 months ,1
 Scotland , -   , Non Dairy , -   , 66 to 72 months ,1
 Scotland , -   , Non Dairy , -   , -   ,13
 Wales , ABERDEEN ANGUS , Non Dairy , F , 0 to 6 months ,518
 Wales , ABERDEEN ANGUS , Non Dairy , F , 6 to 12 months ,811
 Wales , ABERDEEN ANGUS , Non Dairy , F , 12 to 18 months ,395
 Wales , ABERDEEN ANGUS , Non Dairy , F , 18 to 24 months ,718
 Wales , ABERDEEN ANGUS , Non Dairy , F , 24 to 30 months ,222
 Wales , ABERDEEN ANGUS , Non Dairy , F , 30 to 36 months ,354
 Wales , ABERDEEN ANGUS , Non Dairy , F , 36 to 42 months ,151
 Wales , ABERDEEN ANGUS , Non Dairy , F , 42 to 48 Months ,317
 Wales , ABERDEEN ANGUS , Non Dairy , F , 48 to 54 months ,79
 Wales , ABERDEEN ANGUS , Non Dairy , F , 54 to 60 months ,267
 Wales , ABERDEEN ANGUS , Non Dairy , F , 60 to 66 months ,122
 Wales , ABERDEEN ANGUS , Non Dairy , F , 66 to 72 months ,233
 Wales , ABERDEEN ANGUS , Non Dairy , F , 72 to 78 months ,109
 Wales , ABERDEEN ANGUS , Non Dairy , F , 78 to 84 months ,189
 Wales , ABERDEEN ANGUS , Non Dairy , F , 84 to 90 months ,81
 Wales , ABERDEEN ANGUS , Non Dairy , F , 90 to 96 months ,154
 Wales , ABERDEEN ANGUS , Non Dairy , F , 96 to102 months ,54
 Wales , ABERDEEN ANGUS , Non Dairy , F , 102+months ,648
 Wales , ABERDEEN ANGUS , Non Dairy , F , -   ,4
 Wales , ABERDEEN ANGUS , Non Dairy , M , 0 to 6 months ,538
 Wales , ABERDEEN ANGUS , Non Dairy , M , 6 to 12 months ,813
 Wales , ABERDEEN ANGUS , Non Dairy , M , 12 to 18 months ,359
 Wales , ABERDEEN ANGUS , Non Dairy , M , 18 to 24 months ,640
 Wales , ABERDEEN ANGUS , Non Dairy , M , 24 to 30 months ,130
 Wales , ABERDEEN ANGUS , Non Dairy , M , 30 to 36 months ,167
 Wales , ABERDEEN ANGUS , Non Dairy , M , 36 to 42 months ,24
 Wales , ABERDEEN ANGUS , Non Dairy , M , 42 to 48 Months ,91
 Wales , ABERDEEN ANGUS , Non Dairy , M , 48 to 54 months ,15
 Wales , ABERDEEN ANGUS , Non Dairy , M , 54 to 60 months ,53
 Wales , ABERDEEN ANGUS , Non Dairy , M , 60 to 66 months ,12
 Wales , ABERDEEN ANGUS , Non Dairy , M , 66 to 72 months ,37
 Wales , ABERDEEN ANGUS , Non Dairy , M , 72 to 78 months ,5
 Wales , ABERDEEN ANGUS , Non Dairy , M , 78 to 84 months ,21
 Wales , ABERDEEN ANGUS , Non Dairy , M , 84 to 90 months ,4
 Wales , ABERDEEN ANGUS , Non Dairy , M , 90 to 96 months ,10
 Wales , ABERDEEN ANGUS , Non Dairy , M , 96 to102 months ,3
 Wales , ABERDEEN ANGUS , Non Dairy , M , 102+months ,26
 Wales , ABERDEEN ANGUS , Non Dairy , M , -   ,3
 Wales , ABERDEEN ANGUS X , Non Dairy , F , 0 to 6 months ,"2,239"
 Wales , ABERDEEN ANGUS X , Non Dairy , F , 6 to 12 months ,"3,099"
 Wales , ABERDEEN ANGUS X , Non Dairy , F , 12 to 18 months ,"1,896"
 Wales , ABERDEEN ANGUS X , Non Dairy , F , 18 to 24 months ,"2,312"
